SS,Carlos Triunfel,0.1,17,CIN@LOS,"$2,300 ",Add
SS,Pedro Florimon,0.9,25,TEX@MIN,"$2,300 ",Add
OF,Chris Parmelee,1.7,15,TEX@MIN,"$2,300 ",Add
1B,Yonder Alonso,1.3,51,SDP@ARI,"$2,300 ",Add
OF,Ryan Ludwick,1.6,40,CIN@LOS,"$2,300 ",Add
C,Anthony Recker,1.5,24,PIT@NYM,"$2,300 ",Add
OF,Chris Heisey,1.3,41,CIN@LOS,"$2,300 ",Add
OF,Aaron Hicks,1.5,38,TEX@MIN,"$2,300 ",Add
3B,Jack HannahanDL,0.7,83,CIN@LOS,"$2,300 ",Add
C,Carlos Corporan,1.3,20,HOU@KAN,"$2,300 ",Add
SS,Sean Rodriguez,2.1,30,TAM@TOR,"$2,300 ",Add
OF,Ryan SweeneyDL,0.9,20,CHC@SFG,"$2,300 ",Add
2B,Logan Forsythe,0.8,36,TAM@TOR,"$2,300 ",Add
SS,Jacob ElmoreDL,1,52,DET@OAK,"$2,300 ",Add
SS,Eduardo Nunez,1.2,12,TEX@MIN,"$2,300 ",Add
1B,Travis Ishikawa,1,15,CHC@SFG,"$2,300 ",Add
OF,Alex Presley,1.1,40,HOU@KAN,"$2,300 ",Add
SS,Pedro Ciriaco,1.2,11,HOU@KAN,"$2,300 ",Add
2B,Donovan Solano,0.2,27,MIA@WAS,"$2,300 ",Add
SS,Pete Kozma,0.1,4,NYY@STL,"$2,300 ",Add
2B,Dan Uggla,1.2,33,BOS@ATL,"$2,300 ",Add
SS,Yunel Escobar,1.4,51,TAM@TOR,"$2,300 ",Add
C,Jose Lobaton,1.3,26,MIA@WAS,"$2,300 ",Add
OF,Kevin Pillar,1.1,12,TAM@TOR,"$2,300 ",Add
1B,Tommy Medica,0.9,17,SDP@ARI,"$2,300 ",Add
2B,Cesar Hernandez,0.6,16,COL@PHI,"$2,300 ",Add
OF,Will Venable,0.9,55,SDP@ARI,"$2,300 ",Add
OF,Michael Choice,1.3,42,TEX@MIN,"$2,300 ",Add
C,John Baker,0.4,16,CHC@SFG,"$2,300 ",Add
3B,Alberto Callaspo,1.7,44,DET@OAK,"$2,200 ",Add
1B,Lyle Overbay,1.3,37,BAL@MIL,"$2,200 ",Add
OF,Kirk Nieuwenhuis,1.5,9,PIT@NYM,"$2,200 ",Add
3B,Jon Diaz,0.6,23,TAM@TOR,"$2,200 ",Add
OF,Moises Sierra,0.6,33,CLE@CWS,"$2,200 ",Add
OF,Francisco PegueroDL,0.8,18,BAL@MIL,"$2,200 ",Add
C,Brayan Pena,1.5,36,CIN@LOS,"$2,200 ",Add
OF,Jordan Schafer,0.4,31,BOS@ATL,"$2,200 ",Add
C,J.P. Arencibia,0.8,20,TEX@MIN,"$2,200 ",Add
1B,Daric Barton,0.5,30,DET@OAK,"$2,200 ",Add
OF,Ryan Kalish,1.1,39,CHC@SFG,"$2,200 ",Add
OF,Kyle Blanks,1.1,11,DET@OAK,"$2,200 ",Add
C,Nick Hundley,0.5,34,BAL@MIL,"$2,200 ",Add
SS,Danny Worth,0.8,17,DET@OAK,"$2,200 ",Add
2B,Joaquin Arias,0.2,36,CHC@SFG,"$2,200 ",Add
SS,Reid Brignac,0,6,COL@PHI,"$2,200 ",Add
OF,Jose Tabata,0.9,45,PIT@NYM,"$2,200 ",Add
2B,Jonathan Herrera,0.6,24,BOS@ATL,"$2,200 ",Add
OF,John Mayberry,1.1,30,COL@PHI,"$2,200 ",Add
C,Erik Kratz,1.2,18,TAM@TOR,"$2,200 ",Add
2B,Danny Espinosa,1.6,47,MIA@WAS,"$2,200 ",Add
C,Chris Stewart,1.2,14,PIT@NYM,"$2,200 ",Add
OF,Brennan Boesch,0.5,7,LAA@SEA,"$2,200 ",Add
SS,Omar Quintanilla,0.6,15,PIT@NYM,"$2,200 ",Add
2B,Daniel Descalso,0.3,33,NYY@STL,"$2,200 ",Add
OF,Jesus Guzman,0.8,38,HOU@KAN,"$2,200 ",Add
SS,Clint Barmes,1,21,PIT@NYM,"$2,200 ",Add
C,John Buck,1.2,11,LAA@SEA,"$2,200 ",Add
OF,Cole Gillespie,0.9,14,LAA@SEA,"$2,200 ",Add
C,Brett Hayes,-0.4,14,HOU@KAN,"$2,200 ",Add
2B,Eric Sogard,1.1,36,DET@OAK,"$2,200 ",Add
OF,Don Kelly,1.2,23,DET@OAK,"$2,200 ",Add
3B,Brent Morel,-5,1,PIT@NYM,"$2,200 ",Add
C,Michael McKenry,0.8,8,COL@PHI,"$2,200 ",Add
OF,Mike Baxter,-0.2,4,CIN@LOS,"$2,200 ",Add
C,Austin Romine,-0.3,1,NYY@STL,"$2,200 ",Add
SS,Ruben Tejada,0.9,41,PIT@NYM,"$2,200 ",Add
OF,Jackie Bradley,1.5,47,BOS@ATL,"$2,200 ",Add
OF,Donald Lutz,25,1,CIN@LOS,"$2,200 ",Add
C,Tim Federowicz,0.1,13,CIN@LOS,"$2,200 ",Add
SS,Andy Parrino,0.3,14,DET@OAK,"$2,200 ",Add
2B,Mark Ellis,1.1,26,NYY@STL,"$2,200 ",Add
SS,Zach Walters,0.8,27,MIA@WAS,"$2,200 ",Add
3B,Jayson Nix,0.4,18,TAM@TOR,"$2,200 ",Add
C,Jose Molina,-0.1,25,TAM@TOR,"$2,200 ",Add
SS,Cliff Pennington,1,31,SDP@ARI,"$2,200 ",Add
1B,James Loney,2.2,50,TAM@TOR,"$2,200 ",Add
OF,Tyler Colvin,2.3,13,CHC@SFG,"$2,200 ",Add
3B,Maicer IzturisDL,1.2,11,TAM@TOR,"$2,200 ",Add
3B,Chone Figgins,0.9,24,CIN@LOS,"$2,200 ",Add
C,Christopher Herrmann,0.1,17,TEX@MIN,"$2,200 ",Add
C,Sandy Leon,1.2,13,MIA@WAS,"$2,200 ",Add
2B,Elliot Johnson,0.1,7,CLE@CWS,"$2,200 ",Add
OF,Joey Butler,0,6,NYY@STL,"$2,200 ",Add
SS,Jeff Bianchi,0.2,21,BAL@MIL,"$2,200 ",Add
C,Drew Butera,1.7,21,CIN@LOS,"$2,200 ",Add
1B,Paul Konerko,0.9,32,CLE@CWS,"$2,200 ",Add
SS,Ehire Adrianza,0.2,30,CHC@SFG,"$2,200 ",Add
OF,Zoilo Almonte,1,7,NYY@STL,"$2,200 ",Add
OF,Abraham Almonte,1.5,27,LAA@SEA,"$2,200 ",Add
SS,Marwin Gonzalez,1.1,27,HOU@KAN,"$2,200 ",Add
OF,Ender Inciarte,0.2,19,SDP@ARI,"$2,200 ",Add
SS,Josh Wilson,1,26,TEX@MIN,"$2,200 ",Add
OF,Roger Kieschnick,-0.4,4,SDP@ARI,"$2,200 ",Add
2B,Scott Sizemore,1.8,6,NYY@STL,"$2,200 ",Add
OF,Jaff Decker,-0.2,3,PIT@NYM,"$2,200 ",Add
C,Juan Centeno,1.2,5,PIT@NYM,"$2,200 ",Add
SS,Jordy Mercer,0.8,45,PIT@NYM,"$2,200 ",Add
3B,Wilmer Flores,0.8,11,PIT@NYM,"$2,200 ",Add
3B,Ryan Wheeler,3.3,2,COL@PHI,"$2,200 ",Add
OF,Tony Campana,0.7,23,SDP@ARI,"$2,200 ",Add
2B,DJ LeMahieu,1.5,49,COL@PHI,"$2,200 ",Add
2B,Jonathan Schoop,1.6,45,BAL@MIL,"$2,200 ",Add
OF,Jason Kubel,1.6,41,TEX@MIN,"$2,200 ",Add
OF,Alejandro De Aza,1.4,53,CLE@CWS,"$2,200 ",Add
2B,Steve Lombardozzi,1.1,20,BAL@MIL,"$2,200 ",Add
OF,Eury PerezDL,0.3,9,MIA@WAS,"$2,200 ",Add
OF,Matt den Dekker,-11.5,1,PIT@NYM,"$2,200 ",Add
2B,Ryan Goins,0.4,26,TAM@TOR,"$2,200 ",Add
3B,John McDonald,0.5,22,LAA@SEA,"$2,200 ",Add
SS,Tyler Pastornicky,0.6,21,BOS@ATL,"$2,200 ",Add
SS,Tim BeckhamDL,0.8,5,TAM@TOR,"$2,200 ",Add
OF,Travis Snider,1,45,PIT@NYM,"$2,200 ",Add
C,Josh Thole,1.4,20,TAM@TOR,"$2,200 ",Add
2B,Jimmy Paredes,1,7,HOU@KAN,"$2,200 ",Add
3B,Ramiro Pena,0.9,29,BOS@ATL,"$2,200 ",Add
OF,Nick Buss,-0.2,8,DET@OAK,"$2,200 ",Add
OF,Mike Carp,1,29,BOS@ATL,"$2,200 ",Add
SS,Brendan Ryan,0.6,12,NYY@STL,"$2,200 ",Add
OF,Juan Perez,0,22,CHC@SFG,"$2,200 ",Add
OF,Chris Coghlan,0.1,15,CHC@SFG,"$2,200 ",Add
SS,Justin Sellers,0.8,6,CLE@CWS,"$2,200 ",Add
1B,Efren Navarro,1.9,11,LAA@SEA,"$2,200 ",Add
2B,Elian Herrera,0.4,19,BAL@MIL,"$2,200 ",Add
C,Steve Clevenger,1.5,24,BAL@MIL,"$2,200 ",Add
SS,Alex Gonzalez,0.9,10,DET@OAK,"$2,200 ",Add
2B,Freddy Galvis,-0.1,16,COL@PHI,"$2,200 ",Add
2B,Kevin Frandsen,0.8,40,MIA@WAS,"$2,200 ",Add
3B,Luis Jimenez,0.5,9,LAA@SEA,"$2,200 ",Add
1B,Greg Dobbs,0.1,22,MIA@WAS,"$2,200 ",Add
OF,Caleb Gindl,0.4,8,BAL@MIL,"$2,200 ",Add
SS,Brad Miller,1.1,42,LAA@SEA,"$2,200 ",Add
2B,Ryan Roberts,0.2,8,BOS@ATL,"$2,200 ",Add
2B,Jeffrey KobernusDL,0.9,24,MIA@WAS,"$2,200 ",Add
C,Francisco CervelliDL,0.8,5,NYY@STL,"$2,200 ",Add
3B,Nick Castellanos,1.7,41,DET@OAK,"$2,200 ",Add
C,David Ross,1.1,16,BOS@ATL,"$2,200 ",Add
1B,Neftali Soto,0.1,19,CIN@LOS,"$2,200 ",Add
2B,Irving Falu,-0.8,1,BAL@MIL,"$2,200 ",Add
OF,Logan Schafer,1.1,29,BAL@MIL,"$2,200 ",Add
SS,Jace Peterson,0.5,10,SDP@ARI,"$2,200 ",Add
OF,Engel BeltreDL,0.7,22,TEX@MIN,"$2,200 ",Add
C,Miguel Olivo,1.2,8,CIN@LOS,"$2,200 ",Add
OF,Alfredo Marte,1,10,SDP@ARI,"$2,200 ",Add
C,Jordan Pacheco,1.3,23,COL@PHI,"$2,200 ",Add
OF,Jordan Danks,0.9,21,CLE@CWS,"$2,200 ",Add
C,Ryan Hanigan,1.4,42,TAM@TOR,"$2,200 ",Add
OF,Delmon Young,1.2,24,BAL@MIL,"$2,200 ",Add
2B,Alexi Amarista,1,43,SDP@ARI,"$2,200 ",Add
